assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCA_016598755.1,ASM1659875v1,Pseudoalteromonas sp. LC2018020214,2799564,2021-01-10,2021,98.74,100.0,0.18,v1.2.2,,2025-01-27
GCA_020343875.1,ASM2034387v1,Anaerolineales bacterium,2073117,2021-10-07,2021,,,,,,2025-01-27
GCA_018596355.1,ASM1859635v1,Streptomyces sp. JCM17656,2768067,2021-05-30,2021,67.83,100.0,0.62,v1.2.2,,2025-01-27
GCA_016695175.1,ASM1669517v1,Pseudoalteromonas sp. GCY,2003316,2021-01-19,2021,99.75,100.0,0.23,v1.2.2,,2025-01-27
GCA_016598575.1,ASM1659857v1,Streptomyces sp. HSG2,2797167,2021-01-10,2021,97.82,100.0,1.01,v1.2.2,,2025-01-27
GCA_018141345.1,ASM1814134v1,Pseudoalteromonas sp. A22,327511,2021-04-27,2021,99.12,100.0,0.23,v1.2.2,,2025-01-27
GCF_018732205.1,ASM1873220v1,Pseudoalteromonas sp. SiA1,2839744,2021-06-07,2021,99.44,100.0,0.51,v1.2.3,,2025-01-27
GCA_017167985.1,ASM1716798v1,Ectopseudomonas toyotomiensis,554344,2021-03-04,2021,99.83,85.71429,0.47,v1.2.3,,2025-01-27
GCA_016865525.2,ASM1686552v2,Sodalis ligni,2697027,2021-05-28,2021,93.7,50.0,1.24,v1.2.2,,2025-01-27
GCF_020783375.1,ASM2078337v1,Stutzerimonas chloritidismutans,203192,2021-11-07,2021,99.67,100.0,0.11,v1.2.2,,2025-01-27
GCF_016864555.1,ASM1686455v1,Sinorhizobium sp. BG8,2613773,2021-02-11,2021,94.09,100.0,0.44,v1.2.2,,2025-01-27
GCF_016653635.2,ASM1665363v2,Skermanella cutis,2775420,2021-03-01,2021,99.56,100.0,3.27,v1.2.3,,2025-01-27
GCF_016765655.2,ASM1676565v2,Skermanella mucosa,1789672,2021-11-09,2021,99.56,100.0,2.61,v1.2.3,,2025-01-27
GCF_016806835.2,ASM1680683v2,Skermanella rosea,1817965,2021-11-09,2021,98.98,100.0,2.85,v1.2.3,,2025-01-27
GCF_016894445.1,ASM1689444v1,Dyadobacter sandarakinus,2747268,2021-02-16,2021,94.48,100.0,2.55,v1.2.3,,2025-01-27
GCF_003268535.2,ASM326853v2,Streptomyces sp. ST1015,1848900,2021-09-07,2021,97.89,100.0,0.88,v1.2.3,,2025-01-27
GCF_018310575.1,ASM1831057v1,Streptomyces sp. V17-9,2831149,2021-05-09,2021,99.24,100.0,0.79,v1.2.2,,2025-01-27
GCF_020535385.1,ASM2053538v1,Streptomyces sp. WA1-19,2884220,2021-10-20,2021,99.53,100.0,0.38,v1.2.2,,2025-01-27
GCF_020341595.1,ASM2034159v1,Streptomyces sp. WA6-1-16,2879427,2021-10-07,2021,99.86,100.0,1.07,v1.2.3,,2025-01-27
GCF_019287315.1,ASM1928731v1,Streptomyces sp. WY228,2855836,2021-07-20,2021,98.73,100.0,0.19,v1.2.3,,2025-01-27
GCF_016605905.1,ASM1660590v1,Streptomyces sp. XC 2026,2782004,2021-01-11,2021,93.33,100.0,0.13,v1.2.2,,2025-01-27
GCF_018866325.1,ASM1886632v1,Streptomyces sp. YPW6,2840373,2021-06-14,2021,98.51,100.0,0.51,v1.2.3,,2025-01-27
GCF_019285775.1,ASM1928577v1,Skermania piniformis,39122,2021-07-20,2021,96.39,100.0,1.01,v1.2.2,,2025-01-27
GCF_019711195.1,ASM1971119v1,Dyadobacter sp. NIV53,2861765,2021-08-22,2021,86.25,100.0,8.69,v1.2.3,,2025-01-27
GCF_016865235.1,ASM1686523v1,Dyella caseinilytica,1849581,2021-02-11,2021,99.53,100.0,1.17,v1.2.2,,2025-01-27
GCA_016916535.1,ASM1691653v1,Dysgonomonadaceae bacterium zrk40,2811465,2021-02-21,2021,,,,,,2025-01-27
GCF_018228705.1,ASM1822870v1,Dysosmobacter sp. Marseille-Q4140,2830675,2021-05-03,2021,97.83,100.0,2.48,v1.2.0,,2025-01-27
GCF_005121165.3,ASM512116v3,Dysosmobacter welbionis,2093857,2021-06-28,2021,90.31,21.212122,1.55,v1.2.2,,2025-01-27
GCF_020463795.1,ASM2046379v1,Echinicola marina,2859768,2021-10-13,2021,90.77,100.0,5.42,v1.2.3,,2025-01-27
GCF_017915135.1,ASM1791513v1,Ectopseudomonas khazarica,2502979,2021-04-12,2021,99.83,100.0,0.22,v1.2.3,,2025-01-27
GCF_018069625.1,ASM1806962v1,Streptomyces yatensis,155177,2021-04-18,2021,99.72,100.0,0.76,v1.2.2,,2025-01-27
GCF_016899425.1,ASM1689942v1,Burkholderia sp. MS389,2811789,2021-02-16,2021,99.47,100.0,0.48,v1.2.2,,2025-01-27
GCA_018417615.1,ASM1841761v1,Burkholderia sp. LAS2,2813843,2021-05-20,2021,98.6,100.0,1.4,v1.2.2,,2025-01-27
GCF_017348895.1,ASM1734889v1,Clostridium gasigenes,94869,2021-03-13,2021,97.52,90.0,0.62,v1.2.2,,2025-01-27
GCF_021165715.1,ASM2116571v1,Enterobacter cloacae complex sp. ECL68,2850494,2021-12-12,2021,96.89,100.0,0.71,v1.2.3,,2025-01-27
GCF_020715685.1,ASM2071568v1,Dermatobacter hominis,2884263,2021-11-02,2021,97.21,100.0,1.26,v1.2.3,,2025-01-27
GCF_018128905.1,ASM1812890v1,Streptomyces sp. A2-16,2781734,2021-04-22,2021,100.0,100.0,0.76,v1.2.2,,2025-01-27
GCA_020843945.1,ASM2084394v1,Burkholderia sp. B21-007,2890407,2021-11-12,2021,99.89,100.0,0.21,v1.2.2,,2025-01-27
GCA_016899445.1,ASM1689944v1,Burkholderia sp. MS455,2811788,2021-02-16,2021,99.34,100.0,0.6,v1.2.2,,2025-01-27
GCF_000331185.2,ASM33118v2,Streptomyces rimosus subsp. rimosus ATCC 10970,1265868,2021-03-19,2021,99.62,96.666664,1.86,v1.2.2,,2025-01-27
GCF_016889705.1,ASM1688970v1,Amycolatopsis sp. FDAARGOS 1241,2778070,2021-02-15,2021,98.83,100.0,2.63,v1.2.3,,2025-01-27
GCF_020026305.1,ASM2002630v1,Streptomyces sp. 135,2838850,2021-09-17,2021,97.51,100.0,0.63,v1.2.2,,2025-01-27
GCA_020887275.1,ASM2088727v1,Burkholderia sp. SFA1,341178,2021-09-30,2021,,,,,,2025-01-27
GCA_020843965.1,ASM2084396v1,Burkholderia sp. B21-005,2890406,2021-11-12,2021,99.38,100.0,0.21,v1.2.2,,2025-01-27
GCA_020353355.1,ASM2035335v1,Desulfobacterales bacterium,2044940,2021-10-07,2021,,,,,,2025-01-27
GCF_019056635.1,ASM1905663v1,Enterobacter cloacae complex sp. ECL72,2850078,2021-06-29,2021,97.72,100.0,0.17,v1.2.3,,2025-01-27
GCF_019330265.1,ASM1933026v1,Amycolatopsis sp. TNS106,2861750,2021-07-23,2021,99.0,100.0,1.21,v1.2.3,,2025-01-27
GCF_001598115.1,ASM159811v2,Streptomyces sp. AgN23,1188315,2021-03-31,2021,99.72,100.0,2.49,v1.2.2,,2025-01-27
GCA_019355535.1,ASM1935553v1,Agrobacterium sp. S7/73,2820002,2021-07-27,2021,99.52,100.0,1.37,v1.2.3,,2025-01-27
GCF_019774615.1,ASM1977461v1,Streptomyces sp. BHT-5-2,2866715,2021-08-26,2021,99.79,100.0,1.8,v1.2.3,,2025-01-27
GCF_019977655.1,ASM1997765v1,Clostridium gelidum,704125,2021-07-31,2021,99.07,100.0,0.54,v1.2.3,,2025-01-27
GCF_919162555.1,ASM91916255v1,Clostridium neonatale,137838,2021-11-21,2021,86.43,3.0769231,0.75,v1.2.3,,2025-01-27
GCA_020349865.1,ASM2034986v1,Desulfobacteraceae bacterium,2049433,2021-10-07,2021,,,,,,2025-01-27
GCF_017358145.1,ASM1735814v1,Streptomyces sp. CA-256286,2801033,2021-03-16,2021,98.9,100.0,0.42,v1.2.2,,2025-01-27
GCA_017751265.1,ASM1775126v1,Streptomyces rimosus subsp. rimosus,132474,2021-04-05,2021,99.43,83.333336,1.86,v1.2.3,,2025-01-27
GCA_020348765.1,ASM2034876v1,Burkholderiales bacterium,1891238,2021-10-07,2021,,,,,,2025-01-27
GCF_017639205.1,ASM1763920v1,Streptomyces nojiriensis,66374,2021-03-30,2021,99.95,70.0,0.99,v1.2.2,,2025-01-27
GCA_017347585.1,ASM1734758v1,Caldicellulosiruptor diazotrophicus,2806205,2021-02-13,2021,99.61,100.0,0.69,v1.2.3,,2025-01-27
GCF_020985365.1,ASM2098536v1,Kaistella faecalis,2852098,2021-11-25,2021,100.0,100.0,1.24,v1.2.2,,2025-01-27
GCA_016774515.1,ASM1677451v1,Staphylococcus shinii,2912228,2021-01-31,2021,99.76,66.666664,1.31,v1.2.2,,2025-01-27
GCF_018310535.1,ASM1831053v1,Streptomyces mirabilis,68239,2021-05-09,2021,100.0,100.0,1.66,v1.2.2,,2025-01-27
GCF_020099395.1,ASM2009939v1,Streptomyces mobaraensis,35621,2021-09-23,2021,99.3,57.142857,1.5,v1.2.3,,2025-01-27
GCF_017916255.1,ASM1791625v1,Streptomyces mobaraensis NBRC 13819 = DSM 40847,1223523,2021-04-13,2021,99.86,100.0,2.07,v1.2.3,,2025-01-27
GCF_016467295.1,ASM1646729v1,Streptomyces murinus,33900,2021-01-04,2021,99.91,100.0,1.36,v1.2.2,,2025-01-27
GCF_018437745.1,ASM1843774v1,Jeotgalicoccus sp. WY2,2708346,2021-05-21,2021,67.91,100.0,11.91,v1.2.3,,2025-01-27
GCF_018437695.1,ASM1843769v1,Delftia sp. WY8,2708352,2021-05-21,2021,97.64,100.0,1.89,v1.2.2,,2025-01-27
GCF_017220215.1,ASM1722021v1,Caballeronia sp. M1242,2814653,2021-03-06,2021,99.46,100.0,0.06,v1.2.3,,2025-01-27
GCA_018736145.1,ASM1873614v1,Amycolatopsis sp. CA-230715,2745196,2021-06-07,2021,99.01,100.0,2.54,v1.2.2,,2025-01-27
GCF_016804005.1,ASM1680400v1,Streptomyces pratensis,1169025,2021-02-03,2021,99.91,83.333336,0.47,v1.2.2,,2025-01-27
GCF_020740535.1,ASM2074053v1,Streptomyces profundus,2867410,2021-11-04,2021,94.51,100.0,0.88,v1.2.2,,2025-01-27
GCA_016889065.1,ASM1688906v1,Butyricimonas virosa,544645,2021-02-15,2021,97.88,100.0,0.51,v1.2.3,,2025-01-27
GCF_019056655.1,ASM1905665v1,Enterobacter cloacae complex sp. ECL112,2850493,2021-06-29,2021,97.77,100.0,0.51,v1.2.3,,2025-01-27
GCA_020881835.1,ASM2088183v1,Kineosporiaceae bacterium SCSIO 59966,2730919,2021-11-16,2021,,,,,,2025-01-27
GCF_020149545.1,ASM2014954v1,Enterobacter cloacae complex sp. ECL352,2876028,2021-09-25,2021,99.27,100.0,0.76,v1.2.3,,2025-01-27
GCF_019468465.1,ASM1946846v1,Amycolatopsis sp. DSM 110486,2865832,2021-08-09,2021,99.0,100.0,5.0,v1.2.3,,2025-01-27
GCF_018408855.1,ASM1840885v1,Caballeronia sp. NK8,140098,2021-04-20,2021,99.46,100.0,0.26,v1.2.3,,2025-01-27
GCF_020410745.1,ASM2041074v1,Kaistella polysaccharea,2878534,2021-10-11,2021,99.5,100.0,1.4,v1.2.3,,2025-01-27
GCA_019856495.1,ASM1985649v1,Caldalkalibacillus thermarum TA2.A1,986075,2021-09-02,2021,94.3,66.666664,1.75,v1.2.2,,2025-01-27
GCF_016629525.1,ASM1662952v1,Kaistia sp. 32K,2795690,2021-01-06,2021,90.8,100.0,11.19,v1.2.3,,2025-01-27
GCA_019803445.1,ASM1980344v1,Caenibius sp. WL,2872646,2021-08-30,2021,87.63,100.0,15.79,v1.2.2,,2025-01-27
GCF_016767175.1,ASM1676717v1,Keratinibaculum paraultunense,1278232,2021-01-28,2021,98.96,100.0,1.01,v1.2.2,,2025-01-27
GCA_018436125.1,ASM1843612v1,Pseudochrobactrum algeriensis,2834768,2021-05-21,2021,82.99,50.0,5.61,v1.2.2,,2025-01-27
GCA_020344355.1,ASM2034435v1,Anaerolineaceae bacterium,2024896,2021-10-07,2021,,,,,,2025-01-27
GCA_017638925.1,ASM1763892v1,Pseudoalteromonas xiamenensis,882626,2021-03-30,2021,82.61,33.333332,1.24,v1.2.2,,2025-01-27
GCF_019056675.1,ASM1905667v1,Streptomyces sp. GMY02,1333528,2021-06-29,2021,95.83,50.0,0.63,v1.2.3,,2025-01-27
GCA_017742995.1,ASM1774299v1,Pseudoalteromonas viridis,339617,2021-04-04,2021,99.2,100.0,0.51,v1.2.2,,2025-01-27
GCA_019670105.1,ASM1967010v1,Agarivorans albus,182262,2021-06-03,2021,99.32,100.0,2.03,v1.2.2,,2025-01-27
GCF_018502245.1,ASM1850224v1,Staphylococcus pseudoxylosus,2282419,2021-05-26,2021,99.56,26.923077,0.68,v1.2.2,,2025-01-27
GCA_910822395.1,ASM91082239v1,Pseudoclavibacter triregionum,2820673,2021-07-13,2021,,,,,,2025-01-27
GCA_916618895.1,PRJEB46716,Pseudoclavibacter sp. Marseille-Q3772,2866588,2021-10-01,2021,71.75,100.0,4.88,v1.2.2,,2025-01-27
GCF_020526085.1,ASM2052608v1,Klebsiella africana,2489010,2021-10-19,2021,99.06,87.5,0.98,v1.2.3,,2025-01-27
GCA_021172065.1,ASM2117206v1,Pseudocitrobacter corydidari,2891570,2021-12-13,2021,100.0,100.0,,v1.2.2,,2025-01-27
GCA_020341615.1,ASM2034161v1,Pseudochrobactrum sp. XF203,2879116,2021-10-07,2021,82.92,100.0,5.46,v1.2.3,,2025-01-27
GCA_019464455.1,ASM1946445v1,Pseudochrobactrum sp. Wa41.01b-1,2864102,2021-08-09,2021,78.8,100.0,4.05,v1.2.3,,2025-01-27
GCF_021233395.1,ASM2123339v1,Streptomyces sp. HNM0561,2903099,2021-12-20,2021,98.16,100.0,2.4,v1.2.2,,2025-01-27
GCF_021029465.1,ASM2102946v1,Streptomyces sp. Go40/10,2825844,2021-12-03,2021,100.0,100.0,1.49,v1.2.2,,2025-01-27
GCF_016599815.1,ASM1659981v1,Anaerococcus obesiensis,1287640,2021-01-11,2021,96.76,66.666664,,v1.2.3,,2025-01-27
GCA_017584165.1,ASM1758416v1,Agrobacterium rubi,28099,2021-03-25,2021,97.6,55.555557,1.74,v1.2.2,,2025-01-27
GCF_019703895.1,ASM1970389v1,Streptomyces sp. EAS-AB2608,2779671,2021-05-11,2021,99.46,100.0,1.24,v1.2.3,,2025-01-27
GCF_019056615.1,ASM1905661v1,Enterobacter cloacae complex sp. ECL78,2850492,2021-06-29,2021,96.85,100.0,0.36,v1.2.3,,2025-01-27
GCA_019048945.1,ASM1904894v1,Agrobacterium salinitolerans,1183413,2021-06-28,2021,99.36,18.75,1.2,v1.2.3,,2025-01-27
GCA_020865585.1,ASM2086558v1,Pseudoduganella aquatica,2660641,2021-11-15,2021,99.81,100.0,2.01,v1.2.3,,2025-01-27
GCA_020883535.1,ASM2088353v1,Staphylococcus ratti,2892440,2021-11-18,2021,98.29,100.0,0.73,v1.2.2,,2025-01-27
GCA_020886695.1,ASM2088669v1,Pseudodesulfovibrio sediminis,2810563,2021-10-02,2021,99.14,100.0,1.48,v1.2.2,,2025-01-27
GCF_021654575.1,ASM2165457v1,Desulfoluna limicola,2810562,2021-12-02,2021,99.21,100.0,3.97,v1.2.2,,2025-01-27
GCF_019703855.1,ASM1970385v1,Desulfomarina profundi,2772557,2021-06-07,2021,88.68,100.0,2.34,v1.2.3,,2025-01-27
GCF_017377355.1,ASM1737735v1,Desulfonema limicola,45656,2021-03-17,2021,96.85,100.0,2.17,v1.2.2,,2025-01-27
GCF_017377395.1,ASM1737739v1,Desulfonema magnum,45655,2021-03-17,2021,96.53,100.0,4.89,v1.2.3,,2025-01-27
GCA_018986955.1,ASM1898695v1,Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal610,1430436,2021-06-22,2021,,,,,,2025-01-27
GCA_020084865.1,ASM2008486v1,Candidatus Kaistella beijingensis,2820270,2021-09-21,2021,100.0,100.0,0.25,v1.2.3,,2025-01-27
GCA_019264985.1,ASM1926498v1,Salmonella enterica subsp. enterica serovar Borreze,55400,2021-07-18,2021,98.96,23.631285,0.48,v1.2.3,,2025-01-27
GCF_019665765.1,ASM1966576v1,Deefgea tanakiae,2865840,2021-08-18,2021,98.69,100.0,0.56,v1.2.3,,2025-01-27
GCF_019904175.1,ASM1990417v1,Dactylosporangium vinaceum,53362,2021-09-08,2021,95.1,66.666664,6.44,v1.2.2,,2025-01-27
GCF_020510645.1,ASM2051064v1,Dechloromonas denitrificans,281362,2021-10-15,2021,95.2,50.0,7.38,v1.2.2,,2025-01-27
GCF_016864195.1,ASM1686419v1,Dechloromonas sp. TW-R-39-2,2654218,2021-02-11,2021,92.38,100.0,2.52,v1.2.3,,2025-01-27
GCF_004222645.1,ASM422264v2,Salmonella enterica subsp. enterica serovar Typhimurium str. CFSAN000648,1299111,2021-05-24,2021,,,,,,2025-01-27
GCA_018339555.1,ASM1833955v1,Salmonella enterica subsp. enterica serovar Buzu,2564298,2021-05-11,2021,,,,,,2025-01-27
GCA_021654655.1,ASM2165465v1,Candidatus Hydrogenosomobacter endosymbioticus,2558174,2021-11-26,2021,83.11,100.0,,v1.2.2,,2025-01-27
GCA_020346265.1,ASM2034626v1,Candidatus Hydrogenedentota bacterium,2030809,2021-10-07,2021,,,,,,2025-01-27
GCF_008329985.2,ASM832998v2,Halomonas binhaiensis,2562282,2021-02-04,2021,96.93,100.0,0.98,v1.2.2,,2025-01-27
GCA_021065005.1,ASM2106500v1,Candidatus Gromoviella agglomerans,2806609,2021-12-06,2021,71.09,100.0,,v1.2.2,,2025-01-27
GCA_020541285.1,ASM2054128v1,Candidatus Gillettellia cooleyia,1177218,2021-10-21,2021,85.94,100.0,,v1.2.3,,2025-01-27
GCA_018208355.1,ASM1820835v1,Candidatus Fermentithermobacillus carboniphilus,3085328,2021-04-29,2021,,,,,,2025-01-27
GCA_020541205.1,ASM2054120v1,Candidatus Hartigia pinicola,1345115,2021-10-21,2021,92.15,100.0,0.83,v1.2.3,,2025-01-27
GCA_010441855.2,ASM1044185v2,Salmonella enterica subsp. enterica serovar Uganda var. 15+,2724876,2021-09-09,2021,,,,,,2025-01-27
GCA_020341715.1,ASM2034171v1,Dehalococcoidales bacterium,2026733,2021-10-07,2021,,,,,,2025-01-27
GCA_019670705.1,ASM1967070v1,Shewanella carassii,1987584,2021-05-13,2021,99.17,100.0,0.04,v1.2.2,,2025-01-27
GCA_018338355.1,ASM1833835v1,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000755,1182186,2021-05-11,2021,,,,,,2025-01-27
GCF_017354985.1,ASM1735498v1,Shewanella cyperi,2814292,2021-03-15,2021,97.05,100.0,1.13,v1.2.3,,2025-01-27
GCA_020865425.1,ASM2086542v1,Halomonas profundus,310345,2021-11-15,2021,99.39,100.0,1.06,v1.2.0,,2025-01-27
GCF_017354945.1,ASM1735494v1,Shewanella avicenniae,2814294,2021-03-15,2021,94.07,100.0,1.02,v1.2.3,,2025-01-27
GCF_020616575.1,ASM2061657v1,Halomonas sp. NyZ770,2883106,2021-10-26,2021,99.47,100.0,2.14,v1.2.2,,2025-01-27
GCA_020349905.1,ASM2034990v1,Candidatus Eisenbacteria bacterium,2212470,2021-10-07,2021,,,,,,2025-01-27
GCA_019457575.1,ASM1945757v1,Shewanella alkalitolerans,2864209,2021-08-06,2021,99.84,100.0,0.34,v1.2.2,,2025-01-27
GCA_020541345.1,ASM2054134v1,Candidatus Ecksteinia adelgidicola,1076629,2021-10-21,2021,,,,,,2025-01-27
GCA_018338715.1,ASM1833871v1,Salmonella enterica subsp. enterica serovar Dublin str. CFSAN000516,1299225,2021-05-11,2021,,,,,,2025-01-27
GCA_018338555.1,ASM1833855v1,Salmonella enterica subsp. enterica serovar Dublin str. CFSAN000517,1299226,2021-05-11,2021,,,,,,2025-01-27
GCF_002266205.2,ASM226620v2,Salmonella enterica subsp. enterica serovar Eastbourne,486993,2021-06-07,2021,99.18,27.230646,0.44,v1.2.3,,2025-01-27
GCA_018338255.1,ASM1833825v1,Salmonella enterica subsp. enterica serovar Eastbourne str. CFSAN001084,1194158,2021-05-11,2021,,,,,,2025-01-27
GCA_019203805.1,ASM1920380v1,Stenotrophomonas geniculata,86188,2021-07-13,2021,54.24,1.6949153,0.07,v1.2.2,,2025-01-27
GCA_001186215.2,ASM118621v2,Edwardsiella sp. LADL05-105,1650654,2021-10-04,2021,95.02,100.0,8.35,v1.2.3,,2025-01-27
GCF_020595105.1,ASM2059510v1,Halomonas sp. FeN2,2832500,2021-10-25,2021,99.52,100.0,1.39,v1.2.2,,2025-01-27
GCF_020150755.1,ASM2015075v1,Salmonella sp. A29-2,2876620,2021-09-26,2021,99.64,100.0,0.68,v1.2.2,,2025-01-27
GCF_020221795.1,ASM2022179v1,Salmonella sp. A39,2878546,2021-10-04,2021,99.27,100.0,0.46,v1.2.3,,2025-01-27
GCF_020181675.1,ASM2018167v1,Salmonella sp. A7,2874627,2021-09-30,2021,99.7,100.0,0.41,v1.2.3,,2025-01-27
GCF_020268625.1,ASM2026862v1,Salmonella sp. JXY0409-18,2879113,2021-10-05,2021,99.34,100.0,0.46,v1.2.2,,2025-01-27
GCF_017372375.1,ASM1737237v1,Salmonella sp. SAL-007,2816952,2021-03-17,2021,99.72,100.0,0.39,v1.2.2,,2025-01-27
GCF_017372215.1,ASM1737221v1,Salmonella sp. SAL-020,2816953,2021-03-17,2021,99.72,100.0,0.39,v1.2.2,,2025-01-27
GCF_017372255.1,ASM1737225v1,Salmonella sp. SAL-045,2816951,2021-03-17,2021,99.72,100.0,0.48,v1.2.2,,2025-01-27
GCF_018388585.1,ASM1838858v1,Salmonella sp. SJTUF14523,2833771,2021-05-17,2021,99.72,100.0,0.39,v1.2.2,,2025-01-27
GCF_018388565.1,ASM1838856v1,Salmonella sp. SJTUF15034,2833772,2021-05-17,2021,99.72,100.0,0.39,v1.2.2,,2025-01-27
GCA_018338515.1,ASM1833851v1,Salmonella enterica subsp. VII str. CFSAN000554,1299288,2021-05-11,2021,,,,,,2025-01-27
GCF_016839145.1,ASM1683914v1,Shinella sp. PSBB067,2715959,2021-02-09,2021,99.39,100.0,0.44,v1.2.3,,2025-01-27
GCF_020535565.1,ASM2053556v1,Shinella sp. XGS7,2877941,2021-10-20,2021,83.6,100.0,8.96,v1.2.3,,2025-01-27
GCF_019720755.1,ASM1972075v1,Halosquirtibacter laminarini,3374600,2021-08-23,2021,98.12,100.0,0.94,v1.2.3,,2025-01-27
GCF_019856515.1,ASM1985651v1,Halosquirtibacter xylanolyticus,3374599,2021-09-02,2021,97.74,100.0,1.13,v1.2.3,,2025-01-27
GCF_018986735.1,ASM1898673v1,Schaalia sp. 19OD2882,2794089,2021-06-22,2021,99.53,100.0,0.95,v1.2.3,,2025-01-27
GCF_019334785.1,ASM1933478v1,Streptococcus rubneri,1234680,2021-07-25,2021,99.58,40.0,0.77,v1.2.3,,2025-01-27
GCA_020883495.1,ASM2088349v1,Shinella zoogloeoides,352475,2021-11-18,2021,99.39,88.888885,0.89,v1.2.3,,2025-01-27
GCA_017347485.1,ASM1734748v1,Candidatus Desulfobacillus denitrificans,2608985,2021-03-02,2021,,,,,,2025-01-27
GCA_020886235.1,ASM2088623v1,Candidatus Dependentiae bacterium Noda2021,2891165,2021-11-10,2021,,,,,,2025-01-27
GCF_017868935.1,ASM1786893v1,Halomonas sulfidivorans,2733488,2021-04-08,2021,98.85,100.0,1.03,v1.2.2,,2025-01-27
GCA_021184005.1,ASM2118400v1,Halopseudomonas aestusnigri,857252,2021-12-14,2021,93.99,60.0,1.88,v1.2.3,,2025-01-27
GCF_020025155.1,ASM2002515v1,Halopseudomonas nanhaiensis,2830842,2021-09-17,2021,92.06,100.0,1.67,v1.2.2,,2025-01-27
GCA_003872475.2,ASM387247v2,"Salmonella enterica subsp. salamae serovar 6,7:m,t:-",2577901,2021-06-07,2021,,,,,,2025-01-27
GCA_018338815.1,ASM1833881v1,Salmonella enterica subsp. enterica serovar Choleraesuis str. CFSAN000514,1299220,2021-05-11,2021,,,,,,2025-01-27
GCA_018338315.1,ASM1833831v1,Salmonella enterica subsp. enterica serovar Cubana str. CFSAN001083,1194157,2021-05-11,2021,,,,,,2025-01-27
GCA_018338415.1,ASM1833841v1,Salmonella enterica subsp. enterica serovar Wien str. CFSAN000656,1299279,2021-05-11,2021,,,,,,2025-01-27
GCF_019211725.1,ASM1921172v1,Halomonas sp. 18071143,2855441,2021-07-14,2021,98.72,100.0,1.38,v1.2.3,,2025-01-27
GCA_020352375.1,ASM2035237v1,Dehalococcoidia bacterium,2026734,2021-10-07,2021,,,,,,2025-01-27
GCA_018340175.1,ASM1834017v1,Salmonella enterica subsp. enterica serovar Derby str. 626,1124929,2021-05-11,2021,,,,,,2025-01-27
GCA_018338675.1,ASM1833867v1,Salmonella enterica subsp. enterica serovar Derby str. CFSAN000565,1299223,2021-05-11,2021,,,,,,2025-01-27
GCF_017584085.1,ASM1758408v1,Halomonas sp. BM-2019,2811227,2021-03-25,2021,92.24,100.0,11.2,v1.2.2,,2025-01-27
GCA_014268455.2,ASM1426845v2,Pseudomonas shahriarae,2745512,2021-07-06,2021,100.0,100.0,0.42,v1.2.3,,2025-01-27
GCF_019844075.1,ASM1984407v1,Curtobacterium sp. TC1,2862880,2021-09-01,2021,94.39,100.0,10.77,v1.2.3,,2025-01-27
GCF_020162095.1,ASM2016209v1,Curtobacterium sp. TXMA1,2876939,2021-09-28,2021,87.66,100.0,3.54,v1.2.3,,2025-01-27
GCF_907163105.1,CB-03_assembly,Cloacibacterium caeni,2004710,2021-05-17,2021,100.0,100.0,0.25,v1.2.3,,2025-01-27
GCF_017869345.1,ASM1786934v1,Candidatus Liberibacter africanus,34020,2021-04-08,2021,85.74,33.333332,1.43,v1.2.3,,2025-01-27
GCA_020356045.1,ASM2035604v1,Candidatus Latescibacterota bacterium,2053570,2021-10-07,2021,,,,,,2025-01-27
GCA_007751115.2,ASM775111v2,Salmonella enterica subsp. enterica serovar Abortusequi,607,2021-06-07,2021,,,,,,2025-01-27
GCA_016887505.1,ASM1688750v1,Clostridia bacterium,2044939,2021-02-14,2021,,,,,,2025-01-27
GCF_019394435.1,ASM1939443v1,Enterobacter chuandaensis,2497875,2021-07-29,2021,96.95,14.285714,1.34,v1.2.3,,2025-01-27
GCA_003010915.2,ASM301091v2,Gulosibacter molinativorax,256821,2021-05-28,2021,99.35,100.0,1.75,v1.2.3,,2025-01-27
GCA_019297855.1,ASM1929785v1,Gymnodinialimonas ceratoperidinii,2856823,2021-07-21,2021,99.27,100.0,0.59,v1.2.2,,2025-01-27
GCA_019670725.1,ASM1967072v1,Alphaproteobacteria bacterium SO-S41,2829083,2021-05-22,2021,,,,,,2025-01-27
GCF_016925595.1,ASM1692559v1,Curtobacterium sp. 24E2,2804758,2021-02-24,2021,71.31,100.0,6.03,v1.2.2,,2025-01-27
GCF_021216655.1,ASM2121665v1,Clavibacter michiganensis,28447,2021-12-16,2021,95.68,49.7006,1.94,v1.2.2,,2025-01-27
GCF_019931005.1,ASM1993100v1,Granulicatella adiacens,46124,2021-09-12,2021,99.41,100.0,0.06,v1.2.3,,2025-01-27
GCF_021049325.1,ASM2104932v1,Curtobacterium sp. C1,2898151,2021-12-06,2021,90.55,100.0,5.33,v1.2.2,,2025-01-27
GCF_020735385.1,ASM2073538v1,Granulicatella elegans,137732,2021-11-03,2021,87.28,33.333332,5.27,v1.2.2,,2025-01-27
